full_text,clean_text,Sentiment
Kalau ngarang jangan keterlaluan. Perbaikan Kereta Api tuh saat Rezim @SBYudhoyono saat Pak Jonan jadi Dirut PTKAI (kebetulan saya yg proses pengangkatannya). Dan Pak Jonan Menhub Pak Jokowi yg menolak Kereta Api Cepat Bandung yg merugikan saat ini shg beliau dipecat sbg Menhub,kalau ngarang jangan terlalu baik kereta api tuh rezim sbyudhoyono pak jonan jadi dirut ptkai betul yg proses angkat pak jonan menhub pak jokowi yg tolak kereta api cepat bandung yg rugi ini shg beliau pecat sbg menhub,negative
Bripda WSN Disanksi Patsus Terkait Penipuan Berdalih Lowongan Kerja KAI https://t.co/IqBeDHdBjf #PoldaMetroJaya #PTKAI #PenipuanLowongan #Patsus #BribdaWSN https://t.co/LQoDNSaHFR,bripda wsn sanksi patsus kait tipu dalih lowong kerja kai httpstcoiqbedhdbjf poldametrojaya ptkai penipuanlowongan patsus bribdawsn httpstcolqodnsahfr,neutral
Video rekaman CCTV seorang pria bunuh diri di rel kereta api Video Channel Telegram : https://t.co/XjD0YIUfR3 #kertaapi #kai #ptkai # https://t.co/yuzNQWPLWb,video rekam cctv orang pria bunuh diri rel kereta api video channel telegram httpstcoxjdyiufr kertaapi kai ptkai httpstcoyuznqwplwb,neutral
Penipuan Berdalih Lowongan Kerja di KAI Bripda WSN Disidang Etik dan Pidana https://t.co/lfDwgfjkUe #PropamPoldaMetro #Penipuan #PTKAI #PolisiMenipu https://t.co/vycMlv193h,tipu dalih lowong kerja kai bripda wsn sidang etik pidana httpstcolfdwgfjkue propampoldametro tipu ptkai polisimenipu httpstcovycmlvh,negative
@PTKAI @PTKAIIndonesia @PTkaicommuter cocok nih jadi karyawan PT. KAI,ptkai ptkaiindonesia ptkaicommuter cocok nih jadi karyawan pt kai,neutral
PT Kereta Api Indonesia (KAI) menyebut sebanyak 724.141 tiket kereta ludes terjual saat momen libur panjang atau long weekend yang bertepatan dengan Maulid Nabi Muhammad SAW. #PTKAI #MaulidNabi1446H #MedcomId #MudaMemberiArti https://t.co/AmS1sMw6sh,pt kereta api indonesia kai sebut banyak tiket kereta ludes jual momen libur panjang long weekend tepat maulid nabi muhammad saw ptkai maulidnabih medcomid mudamemberiarti httpstcoamssmwsh,neutral
PT KAI berbagai kelas tujuan ke Jakarta Bandung Semarang Purwokerto Yogyakarta Surabaya Malang dan Tegal saat liburan Maulid Nabi Muhammad SAW. https://t.co/iPPZtOFfYr #PTKAI #MaulidNabiMuhammadSAW #LongWeekend,pt kai bagai kelas tuju jakarta bandung semarang purwokerto yogyakarta surabaya malang tegal libur maulid nabi muhammad saw httpstcoippztoffyr ptkai maulidnabimuhammadsaw longweekend,neutral
Jumlah Penumpang Stasiun Blitar Melonjak Capai 3 Ribu Orang Saat Libur Panjang https://t.co/zfjsHuJ0vA #liburpanjang #maulidnabi #keretaapi #ptkai #musimliburan #keretaapiindonesia #blitar #infoblitar #beritablitar #blitar24jam #metaranews https://t.co/OkTpkVRCCC,jumlah tumpang stasiun blitar lonjak capai ribu orang libur panjang httpstcozfjshujva liburpanjang maulidnabi keretaapi ptkai musimliburan keretaapiindonesia blitar infoblitar beritablitar blitarjam metaranews httpstcooktpkvrccc,neutral
Oknum polisi melakukan penipuan terhadap pencari kerja. Modusnya mengimingi-imingi pelamar bisa bekerja di PT Kereta Api Indonesia (KAI). Satu dari sekian banyak korban mengadukannya ke Polda Metro Jaya. #ptkai #penipuan #oknumpolisi https://t.co/aN7MO9eL2M,oknum polisi laku tipu cari kerja modus mengimingiimingi lamar kerja pt kereta api indonesia kai satu sekian banyak korban adu polda metro jaya ptkai tipu oknumpolisi httpstcoanmoelm,negative
Penutup jendela di gerbong 9 K1 9155 Commuter relasi Rangkas-Tn Abang (23/9) tdk bisa ditarik ke atas bisa krn ulah penumpang yg dg paksa tarik ke bawah @PTKAI @CommuterLine @Ylki https://t.co/04jsH6tHO0,tutup jendela gerbong k commuter relasi rangkastn abang tdk tarik atas krn ulah tumpang yg dg paksa tarik bawah ptkai commuterline ylki httpstcojshtho,neutral
Memang tak mudah u saling peduli .... di KAI Commuter Rangkas- Merak pkl 09.55 (13/9) di Eko2 satu keluarga bicara keras2 tanpa perulikan penumpang lain .... @PTKAI @comm,memang tak mudah u saling peduli kai commuter rangkas merak pkl eko satu keluarga bicara keras uli tumpang ptkai comm,negative
Usai Layangkan SP 3 PT KAI Gusur Bong Suwung pada September 2024 #PTKAI #BongSuwung #PTKAIGusurBongSuwung https://t.co/LVVrn0BxV2,usai layang sp pt kai gusur bong suwung september ptkai bongsuwung ptkaigusurbongsuwung httpstcolvvrnbxv,neutral
Perluasan Stasiun Yogyakarta PT KAI Segera Gusur Permukiman Bong Suwung #PTKAI #BongSuwung #SultanGround #StasiunYogyakarta #WargaBongSuwungDigusur #PerluasanStasiunYogyakarta https://t.co/rOEYkfHmGp,luas stasiun yogyakarta pt kai segera gusur mukim bong suwung ptkai bongsuwung sultanground stasiunyogyakarta wargabongsuwungdigusur perluasanstasiunyogyakarta httpstcoroeykfhmgp,neutral
Tempat baru pengalaman baru. Brangkat pagi pulang ketemu pagi lagi. #PTKAI #Keretaapiindonesia #stasiuntasikmalaya https://t.co/njQUcEebWe,tempat baru alam baru brangkat pagi pulang ketemu pagi ptkai keretaapiindonesia stasiuntasikmalaya httpstconjquceebwe,neutral
Demi apapun gatau lagi kereta pagi ketahan udah 30 menit nih di pasar minggu dan masih belum bisa jalan karena gangguan tuh wkwk @PTKAI,apa gatau kereta pagi tahan udah menit nih pasar minggu masih bisa jalan ganggu tuh wkwk ptkai,negative
@pertashoq @humas_jogja Ooo. Apa mau dibuat pusat pertokoan / pujasera tapi yang punya ptkai ya? Kaya daerah² lain yg aset ptkai ketutup aset Pemda ( jadi pertokoan dll ) digusur Pemda dijadikan jalan. Setelah itu lahan ptkai (belakang pertokoan punya pemda) dibangun pertokoan,pertashoq humas jogja ooo apa mau buat pusat toko pujasera yang punya ptkai kaya daerah yg aset ptkai tutup aset pemda jadi toko gusur pemda jadi jalan itu lahan ptkai belakang toko punya pemda bangun toko,neutral
KAI Hadirkan Rail Clinic dan Rail Library di Stasiun Ngebruk Malang. Rangkaian HUT ke-79 PT KAI menghadirkan program Tanggung Jawab Sosial &amp; Lingkungan (TJSL) KAI Daop 8 Surabaya menghadirkan layanan Rail Clinic -- https://t.co/ix30slIEXc #Ekbis #ptkai via @beritajatimcom,kai hadir rail clinic rail library stasiun ngebruk malang rangkai hut pt kai hadir program tanggung jawab sosial amp lingkung tjsl kai daop surabaya hadir layan rail clinic httpstcoixsliexc ekbis ptkai via beritajatimcom,neutral
Assalamualaikum Kantor Pusat PTKAI,assalamualaikum kantor pusat ptkai,neutral
Heru Budi Sebut PT KAI Tak Respons saat Dimintai Bantuan untuk Korban Kebakaran Manggarai #herubudi #ptkai #bantuan #korbanKebakaran #manggarai #beritanasional #selasa https://t.co/9q1jBRWnts,heru budi sebut pt kai tak respons minta bantu korban bakar manggarai herubudi ptkai bantu korbankebakaran manggarai beritanasional selasa httpstcoqjbrwnts,neutral
andai thomas masuk perusahaan ptkai,andai thomas masuk usaha ptkai,neutral
PT KAI (Persero) meningkatkan kualitas pelayanan kepada para pengguna LRT Jabodebek. Salah satunya dengan memperpanjang jam operasional dengan mengoperasikan 8 perjalanan tambahan pada hari kerja. #LRT #PTKAI #MedcomId #MudaMemberiArti https://t.co/6pzAYif0al,pt kai persero tingkat kualitas layan para guna lrt jabodebek salah satu panjang jam operasional operasi jalan tambah hari kerja lrt ptkai medcomid mudamemberiarti httpstcopzayifal,neutral
PT KAI Punya 'Daftar Hitam' Orang Yang Dilarang Naik Kereta Jumlahnya Puluhan. #ptkai #kereta #daftarhitam https://t.co/0LpTBTsodp,pt kai punya daftar hitam orang larang naik kereta jumlah puluh ptkai kereta daftarhitam httpstcolptbtsodp,neutral
Tiket dalam negeri mahal ya kan kakak mendingan LN. Pemerintah buat murah biar #askIU bisa sambangan anak2nya yg didalam juga. Eh tp ada kereta api cute cute sih yuk endorse ptkai ,tiket negeri mahal kan kakak mending ln perintah buat murah biar askiu sambangan anak yg dalam eh tp kereta api cute cute sih yuk endorse ptkai,positive
Perjalanan Surabaya Banyuwangi Bisa Pilih KA Mutiara Timur. Kereta api rute Banyuwangi-Surabaya kian bertambah. KA Mutiara Timur Kembali beroperasi setelah sempat vakum selama kurang https://t.co/WFg0usUXSn #Ekbis #Banyuwangi #KAMutiaraTimur #ptkai via @beritajatimcom,jalan surabaya banyuwangi pilih ka mutiara timur kereta api rute banyuwangisurabaya kian tambah ka mutiara timur operasi sempat vakum lama kurang httpstcowfgusuxsn ekbis banyuwangi kamutiaratimur ptkai via beritajatimcom,neutral
